course_code,requirement
70-498,BS in Business Administration---Concentration - select 1 concentration from the list below---Accounting---Accounting Concentration---Three Area Electives
70-374,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Required Courses
70-467,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Required Courses
70-374,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-387,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-455,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-458,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-460,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-467,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-469,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-498,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
73-366,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
73-374,BS in Business Administration---Concentration - select 1 concentration from the list below---Business Analytics & Technologies---Business Analytics and Technologies Concentration---Three Area Electives
70-415,BS in Business Administration---Concentration - select 1 concentration from the list below---Entrepreneurship---Entrepreneurship Concentration---Required Courses
70-416,BS in Business Administration---Concentration - select 1 concentration from the list below---Entrepreneurship---Entrepreneurship Concentration---Required Courses
49-300,BS in Business Administration---Concentration - select 1 concentration from the list below---Entrepreneurship---Entrepreneurship Concentration---Two Area Electives
70-395,BS in Business Administration---Concentration - select 1 concentration from the list below---Entrepreneurship---Entrepreneurship Concentration---Two Area Electives
70-438,BS in Business Administration---Concentration - select 1 concentration from the list below---Entrepreneurship---Entrepreneurship Concentration---Two Area Electives
70-443,BS in Business Administration---Concentration - select 1 concentration from the list below---Entrepreneurship---Entrepreneurship Concentration---Two Area Electives
70-509,BS in Business Administration---Concentration - select 1 concentration from the list below---Entrepreneurship---Entrepreneurship Concentration---Two Area Electives---Independent Study - Special Permission Required
70-492,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Required Courses
70-495,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Required Courses
70-337,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
70-353,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
70-398,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
70-484,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
70-490,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
70-493,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
70-497,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
70-498,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
73-338,BS in Business Administration---Concentration - select 1 concentration from the list below---Finance---Finance Concentration---Two Area Electives
73-265,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Required Courses
73-347,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Required Courses---Choose One
73-421,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Required Courses---Choose One
70-398,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Two Area Electives
73-338,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Two Area Electives
73-341,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Two Area Electives
73-365,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Two Area Electives
73-366,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Two Area Electives
73-372,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Two Area Electives
73-427,BS in Business Administration---Concentration - select 1 concentration from the list below---Global Economics & Business---Global Economics and Business Concentration---Two Area Electives
70-481,BS in Business Administration---Concentration - select 1 concentration from the list below---Marketing Management---Marketing Management Concentration---Required Courses
70-385,BS in Business Administration---Concentration - select 1 concentration from the list below---Marketing Management---Marketing Management Concentration---Three Area Electives
70-387,BS in Business Administration---Concentration - select 1 concentration from the list below---Marketing Management---Marketing Management Concentration---Three Area Electives
70-443,BS in Business Administration---Concentration - select 1 concentration from the list below---Marketing Management---Marketing Management Concentration---Three Area Electives
70-482,BS in Business Administration---Concentration - select 1 concentration from the list below---Marketing Management---Marketing Management Concentration---Three Area Electives
70-483,BS in Business Administration---Concentration - select 1 concentration from the list below---Marketing Management---Marketing Management Concentration---Three Area Electives
70-485,BS in Business Administration---Concentration - select 1 concentration from the list below---Marketing Management---Marketing Management Concentration---Three Area Electives
70-460,BS in Business Administration---Concentration - select 1 concentration from the list below---Operations Management---Operations Management Concentration---Required Courses
70-471,BS in Business Administration---Concentration - select 1 concentration from the list below---Operations Management---Operations Management Concentration---Required Courses
70-373,BS in Business Administration---Concentration - select 1 concentration from the list below---Operations Management---Operations Management Concentration---Two Area Electives
70-422,BS in Business Administration---Concentration - select 1 concentration from the list below---Operations Management---Operations Management Concentration---Two Area Electives
